validation_status,case_id,parameter,category,position,value,nominal,unit,scenario_id,seed,policy_id,spillback_time_sec,recovery_time_sec,recovery_observed,total_travel_time_sec,worst_approach_delay_sec,spillback_delta_pct,travel_time_delta_pct,guard_passed,guard_codes,acceptance_all_passed,result_sha256,row_sha256,input_sha256,results_sha256,git_commit_sha,environment_sha256
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,7,corridor_gating,0.0,500,True,62223.0,49.3,-100.0,-77.1,True,,True,956ab1fd693a0276344a7ed8583f8c98a6cdeddc86f2558ce4666014df68e15e,94be421cd86187cbc1b8621fdba9e824afbeac98017fde5419c3c95fdec7585d,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,8,no_action,1965.0,900,False,261316.0,1086.4,0.0,0.0,True,,,bb0328054c1649642573a130beebd50750e6c01193582121d013dbf2d51d49f0,ca0ef12513fcef2a191492000061a781334c29e2f40087d3302235c9f63766f1,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,8,fixed_metering,735.0,900,False,154917.0,744.9,-62.6,-40.7,False,FAIRNESS_P95_EXCEEDED|FAIRNESS_P95_EXCEEDED,,4df3e4f9dfc74dc7bca33dae001badb12d6645da50ddbec9f58ecf7f64233003,ca0ef12513fcef2a191492000061a781334c29e2f40087d3302235c9f63766f1,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,8,corridor_gating,0.0,480,True,59328.0,42.4,-100.0,-77.3,True,,True,3264ae5a5522399844d5b2153b637d079d81074d8d91dc44df8ceb9b4d0a7296,ca0ef12513fcef2a191492000061a781334c29e2f40087d3302235c9f63766f1,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,9,no_action,1925.0,900,False,247028.0,1047.6,0.0,0.0,True,,,e8d6c3374b18c1080d8aab7029b6e9aa4301a52282e2e8ba9c307d83728d1671,4a3582c4475e776286b73e1c163f60bb4dd45658346b6c93e0224bde28a98cab,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,9,fixed_metering,745.0,900,False,156123.0,738.9,-61.3,-36.8,False,FAIRNESS_P95_EXCEEDED|FAIRNESS_P95_EXCEEDED,,80d08604e5dfa60539a89172600372461fd9a3cf3e8a4e0fdc4c8ec5cc571ec9,4a3582c4475e776286b73e1c163f60bb4dd45658346b6c93e0224bde28a98cab,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,9,corridor_gating,0.0,460,True,54369.0,23.5,-100.0,-78.0,True,,True,3ff8973802214fdc14dc2f768657f5a878c15560100775488cea12f7075cef72,4a3582c4475e776286b73e1c163f60bb4dd45658346b6c93e0224bde28a98cab,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,10,no_action,1950.0,900,False,259946.0,1096.4,0.0,0.0,True,,,c08b9b15f10400b3523430f920ad9cdb4c8185fd9b0629d03c97641aa8987a7c,ca3ddc0179c012ce91504aafe46098b604ec1b72b8e7338677181175f222edd3,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,10,fixed_metering,740.0,900,False,155402.0,734.5,-62.1,-40.2,False,FAIRNESS_P95_EXCEEDED|FAIRNESS_P95_EXCEEDED,,d351d8d091c2e20cf96c25214a03c98656ee5e71169d65be62cb238fd2589ee8,ca3ddc0179c012ce91504aafe46098b604ec1b72b8e7338677181175f222edd3,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_a,10,corridor_gating,0.0,530,True,60481.0,41.5,-100.0,-76.7,True,,True,d39912da3d180a7692831798fc8ba0b1e8cf5b12a5d7c552f8d5c16b1e6c839e,ca3ddc0179c012ce91504aafe46098b604ec1b72b8e7338677181175f222edd3,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_b,1,no_action,2395.0,900,False,441043.0,1809.1,0.0,0.0,True,,,8d8f18175388fbc0d1c1f9a956c17f84f1921e5b880e8539cc6eb78b47b08f71,2d8eaee0f8caa9d70cdd9398dce28a12023acae9f7624bf129965b2f3bbd95ad,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_b,1,fixed_metering,775.0,900,False,197376.0,907.8,-67.6,-55.2,False,FAIRNESS_P95_EXCEEDED,,7bbee6f65c7d8354cf934f34c0b2630c588b6d199b10f0dc193898d89adf3c9c,2d8eaee0f8caa9d70cdd9398dce28a12023acae9f7624bf129965b2f3bbd95ad,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_b,1,corridor_gating,0.0,900,False,134326.0,307.7,-100.0,-69.5,True,,True,141eb8ecdcf449eda739dada141621ee03e4ba3c0e24ba1fcb71a63aed69779d,2d8eaee0f8caa9d70cdd9398dce28a12023acae9f7624bf129965b2f3bbd95ad,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_b,2,no_action,2390.0,900,False,443674.0,1804.0,0.0,0.0,True,,,953b170e641ea6275c7f7d6440861169d28a1644e9291c1a7715cb2b2ce0b6f8,7d6c81dc5a2c30798c7552add4ea74a2ad186fbdcb1f3ab91aba10b6bbd97212,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
internal_exploratory_non_independent,nominal,all,nominal,nominal,,,,rain_spillback_b,2,fixed_metering,790.0,900,False,197481.0,887.5,-66.9,-55.5,False,FAIRNESS_P95_EXCEEDED,,2e089b5bb2696f90b5d41a42eefaea828aa6725146044a9ded10160377b54b31,7d6c81dc5a2c30798c7552add4ea74a2ad186fbdcb1f3ab91aba10b6bbd97212,f7783fa61c3c5a569f1c3dca1d3183046e82eb0d38c0406ae45bb5d4fb58ad55,0809fbeed2392eef7bb225f6e4fb766b752006e463358a3098dd8799ae92cb56,45f997bea2ef8ee3274948f5f1bf48d888385e46,20f832cfa21b7422fd972cd23080c36e4f73a2215f06e289bc5b17e65a75a068
